Timestamp,Conditions,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,Time,Hour,Date
14/03/2015 02:50,Overcast,-17.2,,-,76,,1018.6,-13.8,,6:56 AM,16.1,Calm,Calm,0,02:50,2,14/03/2015
14/03/2015 03:50,Overcast,-16.6,,-,77,,1019.2,-13.3,,7:56 AM,16.1,Calm,Calm,0,03:50,3,14/03/2015
14/03/2015 04:50,Overcast,-16.6,,-,70,,1019.2,-12.2,,8:56 AM,16.1,Calm,Calm,0,04:50,4,14/03/2015
14/03/2015 05:50,Overcast,-16.1,,-,64,,1018.7,-10.5,,9:56 AM,16.1,Calm,Calm,0,05:50,5,14/03/2015
14/03/2015 06:50,Light Snow,-16.1,Snow,-,67,0,1018.9,-11.1,,10:56 AM,16.1,NW,13,310,06:50,6,14/03/2015
14/03/2015 07:50,Mostly Cloudy,-16.1,,-,64,0,1018.6,-10.5,,11:56 AM,16.1,NNW,7.4,330,07:50,7,14/03/2015
14/03/2015 08:50,Overcast,-16.1,,-,62,,1018,-10,,12:56 PM,16.1,NNW,11.1,340,08:50,8,14/03/2015
14/03/2015 09:50,Mostly Cloudy,-16.1,,-,62,,1017.7,-10,,1:56 PM,16.1,NW,20.4,320,09:50,9,14/03/2015
14/03/2015 10:50,Scattered Clouds,-17.2,,-,56,,1018.4,-10,,2:56 PM,16.1,NNW,16.7,330,10:50,10,14/03/2015
14/03/2015 11:50,Mostly Cloudy,-20,,-,49,,1018.8,-11.1,,3:56 PM,16.1,North,16.7,350,11:50,11,14/03/2015
14/03/2015 12:50,Mostly Cloudy,-20,,-,49,,1019.3,-11.1,,4:56 PM,16.1,NNW,11.1,340,12:50,12,14/03/2015
14/03/2015 13:50,Overcast,-18.3,,-,56,,1020.1,-11.1,,5:56 PM,16.1,NNW,16.7,330,13:50,13,14/03/2015
14/03/2015 14:50,Mostly Cloudy,-17.7,,-,64,,1020.8,-12.2,,6:56 PM,16.1,North,13,350,14:50,14,14/03/2015
14/03/2015 15:50,Overcast,-17.2,,-,70,0,1021.7,-12.7,,7:56 PM,16.1,NNW,13,340,15:50,15,14/03/2015
14/03/2015 16:50,Mostly Cloudy,-18.3,,-,67,,1022.5,-13.3,,8:56 PM,16.1,North,9.3,350,16:50,16,14/03/2015
14/03/2015 17:50,Light Snow,-17.2,Snow,-,76,0,1023.8,-13.8,,9:56 PM,11.3,NNW,11.1,340,17:50,17,14/03/2015
14/03/2015 18:50,Light Snow,-16.6,Snow,-,80,0,1024,-13.8,,10:56 PM,6.4,Calm,Calm,0,18:50,18,14/03/2015
14/03/2015 19:50,Light Snow,-17.2,Snow,-,80,0,1024.3,-14.4,,11:56 PM,14.5,North,7.4,350,19:50,19,14/03/2015
14/03/2015 20:50,Light Snow,-17.2,Snow,-,84,0,1024.8,-15,,12:56 AM,14.5,NNE,5.6,20,20:50,20,14/03/2015
14/03/2015 21:50,Partly Cloudy,-18.3,,-,87,0,1025.8,-16.6,,1:56 AM,16.1,NNE,5.6,30,21:50,21,14/03/2015
14/03/2015 22:50,Scattered Clouds,-19,,-,85,,1023.2,-17,,2:03 AM,16.1,Calm,Calm,0,22:50,22,14/03/2015
14/03/2015 23:50,Light Snow,-19,Snow,-,85,0,1023.2,-17,,2:05 AM,16.1,Calm,Calm,0,23:50,23,14/03/2015
15/03/2015 00:50,Light Snow,-20,Snow,-,85,0,1022.9,-18,,2:33 AM,11.3,NE,7.4,40,00:50,0,15/03/2015
15/03/2015 01:50,Light Snow,-20.5,Snow,-,83,0,1025.9,-18.3,,2:56 AM,16.1,NNE,5.6,20,01:50,1,15/03/2015
15/03/2015 02:50,Light Snow,-22,Snow,-,78,0,1023.9,-19,,3:32 AM,14.5,Calm,Calm,0,02:50,2,15/03/2015
15/03/2015 03:50,Light Snow,-20.5,Snow,-,83,0,1026.8,-18.3,,3:56 AM,9.7,Calm,Calm,0,03:50,3,15/03/2015
15/03/2015 04:50,Light Snow,-21,Snow,-,78,0,1024.3,-18,,4:18 AM,4,Calm,Calm,0,04:50,4,15/03/2015
15/03/2015 05:50,Light Snow,-21,Snow,-,78,0,1024.3,-18,,4:22 AM,4.8,Calm,Calm,0,05:50,5,15/03/2015
15/03/2015 06:50,Light Snow,-21,Snow,-,78,0,1024.3,-18,,4:32 AM,8,Calm,Calm,0,06:50,6,15/03/2015
15/03/2015 07:50,Light Snow,-20.5,Snow,-,83,0,1027.4,-18.3,,4:56 AM,6.4,Calm,Calm,0,07:50,7,15/03/2015
15/03/2015 08:50,Light Snow,-18.8,Snow,-,83,0,1028.1,-16.6,,5:56 AM,4.8,Calm,Calm,0,08:50,8,15/03/2015
15/03/2015 09:50,Light Snow,-18,Snow,-,85,0,1026,-16,,6:22 AM,2.4,West,5.6,260,09:50,9,15/03/2015
15/03/2015 10:50,Light Snow,-17,Snow,-,85,0,1026,-15,,6:30 AM,2.4,West,7.4,260,10:50,10,15/03/2015
15/03/2015 11:50,Light Snow,-17.7,Snow,-,84,0,1029,-15.5,,6:56 AM,3.2,Calm,Calm,0,11:50,11,15/03/2015
15/03/2015 12:50,Scattered Clouds,-18.3,,-,84,0,1030.3,-16.1,,7:56 AM,16.1,Calm,Calm,0,12:50,12,15/03/2015
15/03/2015 13:50,Scattered Clouds,-17.7,,-,70,0,1031.2,-13.3,,8:56 AM,16.1,West,16.7,280,13:50,13,15/03/2015
15/03/2015 14:50,Scattered Clouds,-17.7,,-,67,,1031.4,-12.7,,9:56 AM,16.1,NW,14.8,320,14:50,14,15/03/2015
15/03/2015 15:50,Scattered Clouds,-17.7,,-,61,,1032,-11.6,,10:56 AM,16.1,WNW,18.5,300,15:50,15,15/03/2015
15/03/2015 16:50,Scattered Clouds,-18.3,,-,56,0,1032.3,-11.1,,11:56 AM,16.1,NW,18.5,320,16:50,16,15/03/2015
15/03/2015 17:50,Scattered Clouds,-18.8,,-,54,,1032.3,-11.1,,12:56 PM,16.1,NW,20.4,320,17:50,17,15/03/2015
15/03/2015 18:50,Scattered Clouds,-18.3,,25.9,54,,1032.5,-10.5,,1:56 PM,16.1,NNW,11.1,330,18:50,18,15/03/2015
15/03/2015 19:50,Scattered Clouds,-18.3,,-,56,,1033.3,-11.1,,2:56 PM,16.1,NNW,16.7,340,19:50,19,15/03/2015
15/03/2015 20:50,Clear,-18.3,,-,56,,1033.9,-11.1,,3:56 PM,16.1,NNW,14.8,330,20:50,20,15/03/2015
15/03/2015 21:50,Clear,-18.8,,-,54,,1034.4,-11.1,,4:56 PM,16.1,NNW,9.3,340,21:50,21,15/03/2015
15/03/2015 22:50,Clear,-19.4,,-,56,,1035.2,-12.2,,5:56 PM,16.1,North,9.3,350,22:50,22,15/03/2015
15/03/2015 23:50,Clear,-20.5,,-,56,,1035.9,-13.3,,6:56 PM,16.1,North,9.3,360,23:50,23,15/03/2015
16/03/2015 00:50,Clear,-20.5,,-,61,,1036.8,-14.4,,7:56 PM,16.1,North,11.1,350,00:50,0,16/03/2015
16/03/2015 01:50,Clear,-21.1,,-,61,,1037.6,-15,,8:56 PM,16.1,North,9.3,350,01:50,1,16/03/2015
16/03/2015 02:50,Clear,-21.1,,-,66,,1038.2,-16.1,,9:56 PM,16.1,North,9.3,360,02:50,2,16/03/2015
16/03/2015 03:50,Clear,-23.3,,-,76,,1039.2,-20,,10:56 PM,16.1,Calm,Calm,0,03:50,3,16/03/2015
16/03/2015 04:50,Clear,-25.5,,-,83,,1039.9,-23.3,,11:56 PM,16.1,Calm,Calm,0,04:50,4,16/03/2015
16/03/2015 05:50,Clear,-26.6,,-,78,,1040.4,-23.8,,12:56 AM,16.1,Calm,Calm,0,05:50,5,16/03/2015
16/03/2015 06:50,Clear,-26.6,,-,78,,1040.9,-23.8,,1:56 AM,16.1,Calm,Calm,0,06:50,6,16/03/2015
16/03/2015 07:50,Clear,-27.2,,-,78,,1040.9,-24.4,,2:56 AM,16.1,Calm,Calm,0,07:50,7,16/03/2015
16/03/2015 08:50,Clear,-28.3,,-,78,,1041.5,-25.5,,3:56 AM,16.1,ENE,5.6,70,08:50,8,16/03/2015
16/03/2015 09:50,Clear,-28.8,,-,75,,1042.1,-25.5,,4:56 AM,16.1,East,9.3,90,09:50,9,16/03/2015
16/03/2015 10:50,Mostly Cloudy,-29.4,,-,75,0,1042.8,-26.1,,5:56 AM,16.1,East,7.4,80,10:50,10,16/03/2015
16/03/2015 11:50,Scattered Clouds,-29,,-,77,0,1039.5,-26,,6:32 AM,16.1,East,5.6,80,11:50,11,16/03/2015
16/03/2015 12:50,Clear,-31.1,,-,74,0,1043.4,-27.7,,6:56 AM,16.1,East,7.4,90,12:50,12,16/03/2015
16/03/2015 13:50,Clear,-25,,-,82,,1044,-22.7,,7:56 AM,16.1,SE,5.6,130,13:50,13,16/03/2015
16/03/2015 14:50,Clear,-19.4,,-,70,,1044.2,-15,,8:56 AM,16.1,Calm,Calm,0,14:50,14,16/03/2015
16/03/2015 15:50,Clear,-19.4,,-,49,,1044.2,-10.5,,9:56 AM,16.1,Calm,Calm,0,15:50,15,16/03/2015
16/03/2015 16:50,Clear,-19.4,,-,47,,1044.4,-10,,10:56 AM,16.1,Calm,Calm,0,16:50,16,16/03/2015
16/03/2015 17:50,Clear,-18.3,,-,49,,1044.4,-9.4,,11:56 AM,16.1,Calm,Calm,0,17:50,17,16/03/2015
16/03/2015 18:50,Clear,-18.3,,-,42,,1043.6,-7.2,,12:56 PM,16.1,Calm,Calm,0,18:50,18,16/03/2015
16/03/2015 19:50,Clear,-18.3,,-,42,,1042.8,-7.2,,1:56 PM,16.1,Calm,Calm,0,19:50,19,16/03/2015
16/03/2015 20:50,Clear,-17.7,,-,42,,1042.3,-6.6,,2:56 PM,16.1,Calm,Calm,0,20:50,20,16/03/2015
16/03/2015 21:50,Clear,-18.3,,-,38,,1041.9,-6.1,,3:56 PM,16.1,Calm,Calm,0,21:50,21,16/03/2015
16/03/2015 22:50,Clear,-18.3,,-,38,,1041.6,-6.1,,4:56 PM,16.1,Calm,Calm,0,22:50,22,16/03/2015
16/03/2015 23:50,Clear,-18.3,,-,42,,1041.5,-7.2,,5:56 PM,16.1,Calm,Calm,0,23:50,23,16/03/2015
17/03/2015 00:50,Clear,-18.3,,-,49,,1041.8,-9.4,,6:56 PM,16.1,East,9.3,90,00:50,0,17/03/2015
17/03/2015 01:50,Clear,-19.4,,-,51,,1041.1,-11.1,,7:56 PM,16.1,East,9.3,90,01:50,1,17/03/2015
17/03/2015 02:50,Clear,-19.4,,-,63,,1041.2,-13.8,,8:56 PM,16.1,East,9.3,100,02:50,2,17/03/2015
17/03/2015 03:50,Clear,-20,,-,63,,1040.3,-14.4,,9:56 PM,16.1,East,9.3,80,03:50,3,17/03/2015
17/03/2015 04:50,Clear,-20.5,,-,66,,1039.7,-15.5,,10:56 PM,16.1,East,9.3,80,04:50,4,17/03/2015
17/03/2015 05:50,Clear,-20.5,,-,70,,1039.3,-16.1,,11:56 PM,16.1,East,9.3,90,05:50,5,17/03/2015
17/03/2015 06:50,Clear,-21.1,,-,69,,1039.2,-16.6,,12:56 AM,16.1,ENE,9.3,70,06:50,6,17/03/2015
17/03/2015 07:50,Clear,-20.5,,-,56,,1037.7,-13.3,,1:56 AM,16.1,East,9.3,90,07:50,7,17/03/2015
17/03/2015 08:50,Mostly Cloudy,-19.4,,-,56,,1036.8,-12.2,,2:56 AM,16.1,East,9.3,100,08:50,8,17/03/2015
17/03/2015 09:50,Overcast,-18.3,,-,49,,1036.7,-9.4,,3:56 AM,16.1,South,5.6,180,09:50,9,17/03/2015
17/03/2015 10:50,Light Snow,-16.1,Snow,-,56,0,1036.1,-8.8,,4:56 AM,16.1,South,14.8,170,10:50,10,17/03/2015
17/03/2015 11:50,Light Snow,-13,Snow,-,73,0,1034.1,-9,,5:22 AM,14.5,South,14.8,170,11:50,11,17/03/2015
17/03/2015 12:50,Light Snow,-12.2,Snow,-,80,0,1035.6,-9.4,,5:56 AM,12.9,SSE,16.7,160,12:50,12,17/03/2015
17/03/2015 13:50,Light Snow,-12,Snow,-,79,0,1032.7,-9,,6:23 AM,4.8,SSE,20.4,160,13:50,13,17/03/2015
17/03/2015 14:50,Light Snow,-11.1,Snow,-,84,0,1034.7,-8.8,,6:56 AM,3.2,SSE,16.7,150,14:50,14,17/03/2015
17/03/2015 15:50,Light Snow,-11.1,Snow,-,84,0,1033.9,-8.8,,7:56 AM,3.2,SSE,16.7,160,15:50,15,17/03/2015
17/03/2015 16:50,Light Snow,-11.1,Snow,-,81,0,1033.2,-8.3,,8:56 AM,3.2,South,20.4,170,16:50,16,17/03/2015
17/03/2015 17:50,Light Snow,-11,Snow,-,79,0,1030.7,-8,,8:58 AM,12.9,South,16.7,170,17:50,17,17/03/2015
17/03/2015 18:50,Light Snow,-11,Snow,-,79,0,1030.7,-8,,9:05 AM,3.2,South,14.8,170,18:50,18,17/03/2015
17/03/2015 19:50,Light Snow,-10.5,Snow,-,78,0,1032.6,-7.2,,9:56 AM,3.2,South,18.5,170,19:50,19,17/03/2015
17/03/2015 20:50,Light Snow,-11,Snow,-,74,0,1030,-7,,10:03 AM,4.8,South,16.7,180,20:50,20,17/03/2015
17/03/2015 21:50,Light Snow,-10,Snow,-,81,0,1031.7,-7.2,,10:56 AM,12.9,South,18.5,170,21:50,21,17/03/2015
17/03/2015 22:50,Light Snow,-10,Snow,-,74,0,1030.5,-6.1,,11:56 AM,16.1,South,18.5,170,22:50,22,17/03/2015
17/03/2015 23:50,Light Snow,-8.8,Snow,-,78,0,1029,-5.5,,12:56 PM,16.1,SSE,18.5,160,23:50,23,17/03/2015
18/03/2015 00:50,Light Snow,-8.3,Snow,-,78,0,1027.5,-5,,1:56 PM,16.1,South,20.4,170,00:50,0,18/03/2015
18/03/2015 01:50,Light Snow,-7.2,Snow,-,81,0,1026.6,-4.4,,2:56 PM,3.2,South,18.5,180,01:50,1,18/03/2015
18/03/2015 02:50,Light Snow,-7,Snow,-,80,0,1024.3,-4,,3:03 PM,6.4,South,16.7,170,02:50,2,18/03/2015
18/03/2015 03:50,Light Snow,-7,Snow,-,80,0,1024.3,-4,,3:10 PM,3.2,South,18.5,170,03:50,3,18/03/2015
18/03/2015 04:50,Light Snow,-6.1,Snow,-,88,0,1025.4,-4.4,,3:56 PM,3.2,South,16.7,170,04:50,4,18/03/2015
18/03/2015 05:50,Light Snow,-6.1,Snow,-,84,0,1024.5,-3.8,,4:56 PM,3.2,South,14.8,170,05:50,5,18/03/2015
18/03/2015 06:50,Overcast,-6.1,,-,84,0,1023.6,-3.8,,5:56 PM,6.4,South,13,180,06:50,6,18/03/2015
18/03/2015 07:50,Light Snow,-6,Snow,-,86,0,1021.9,-4,,6:01 PM,6.4,South,14.8,170,07:50,7,18/03/2015
18/03/2015 08:50,Light Snow,-6.1,Snow,-,84,0,1023.3,-3.8,,6:56 PM,4.8,South,13,180,08:50,8,18/03/2015
18/03/2015 09:50,Light Snow Showers,-6.1,Snow,-,88,0,1022.9,-4.4,,7:56 PM,11.3,South,13,190,09:50,9,18/03/2015
18/03/2015 10:50,Overcast,-6.1,,-,84,0,1021.6,-3.8,,8:56 PM,9.7,South,13,180,10:50,10,18/03/2015
18/03/2015 11:50,Light Snow Showers,-5.5,Snow,-,85,0,1021.2,-3.3,,9:56 PM,11.3,SSW,9.3,200,11:50,11,18/03/2015
18/03/2015 12:50,Light Snow,-6,Snow,-,80,0,1019.2,-3,,10:08 PM,16.1,SSW,9.3,200,12:50,12,18/03/2015
18/03/2015 13:50,Light Snow,-5.5,Snow,-,85,0,1020.7,-3.3,,10:56 PM,16.1,SW,5.6,230,13:50,13,18/03/2015
18/03/2015 14:50,Light Snow,-5.5,Snow,-,88,0,1020,-3.8,,11:56 PM,16.1,Calm,Calm,0,14:50,14,18/03/2015
18/03/2015 15:50,Light Snow,-6,Snow,-,86,0,1017.8,-4,,12:24 AM,11.3,Calm,Calm,0,15:50,15,18/03/2015
18/03/2015 16:50,Light Snow,-5.5,Snow,-,92,0,1019.6,-4.4,,12:56 AM,11.3,Calm,Calm,0,16:50,16,18/03/2015
18/03/2015 17:50,Light Snow,-6,Snow,-,86,0,1018.2,-4,,1:29 AM,12.9,Calm,Calm,0,17:50,17,18/03/2015
18/03/2015 18:50,Light Snow,-6,Snow,-,86,0,1018.2,-4,,1:36 AM,12.9,Calm,Calm,0,18:50,18,18/03/2015
18/03/2015 19:50,Light Snow,-5.5,Snow,-,92,0,1019.9,-4.4,,1:56 AM,9.7,Calm,Calm,0,19:50,19,18/03/2015
18/03/2015 20:50,Light Snow,-6,Snow,-,86,0,1017.8,-4,,2:16 AM,6.4,North,7.4,350,20:50,20,18/03/2015
18/03/2015 21:50,Light Snow,-6,Snow,-,86,0,1017.8,-4,,2:27 AM,6.4,NNW,7.4,340,21:50,21,18/03/2015
18/03/2015 22:50,Light Snow,-5.5,Snow,-,92,0,1019.1,-4.4,,2:56 AM,6.4,NNW,11.1,330,22:50,22,18/03/2015
18/03/2015 23:50,Light Snow,-6.6,Snow,-,89,0,1019.5,-5,,3:56 AM,4.8,NNW,20.4,340,23:50,23,18/03/2015
19/03/2015 00:50,Light Snow,-8,Snow,-,86,0,1018.2,-6,,4:29 AM,11.3,NNW,20.4,330,00:50,0,19/03/2015
19/03/2015 01:50,Light Snow,-9,Snow,33.3,80,0,1018.2,-6,,4:45 AM,16.1,NNW,27.8,330,01:50,1,19/03/2015
19/03/2015 02:50,Light Snow,-9.4,Snow,-,78,0,1020.3,-6.1,,4:56 AM,16.1,NNW,25.9,330,02:50,2,19/03/2015
19/03/2015 03:50,Light Snow,-9.4,Snow,-,78,0,1020.7,-6.1,,5:56 AM,16.1,NW,18.5,320,03:50,3,19/03/2015
19/03/2015 04:50,Light Snow,-9,Snow,-,80,0,1018.8,-6,,6:23 AM,16.1,NW,13,320,04:50,4,19/03/2015
19/03/2015 05:50,Light Snow,-9,Snow,-,86,0,1018.8,-7,,6:32 AM,16.1,NW,11.1,320,05:50,5,19/03/2015
19/03/2015 06:50,Light Snow,-8.8,Snow,-,81,0,1021.4,-6.1,,6:56 AM,8,WNW,13,290,06:50,6,19/03/2015
19/03/2015 07:50,Light Snow,-9.4,Snow,29.6,78,0,1022.2,-6.1,,7:56 AM,12.9,West,20.4,280,07:50,7,19/03/2015
19/03/2015 08:50,Light Snow,-10,Snow,-,71,0,1023.3,-5.5,,8:56 AM,16.1,WNW,27.8,290,08:50,8,19/03/2015
19/03/2015 09:50,Mostly Cloudy,-8.8,,35.2,75,0,1023.5,-5,,9:56 AM,16.1,NW,29.6,310,09:50,9,19/03/2015
19/03/2015 10:50,Light Snow,-8.8,Snow,46.3,72,0,1023.8,-4.4,,10:56 AM,11.3,WNW,35.2,300,10:50,10,19/03/2015
19/03/2015 11:50,Light Snow,-9.4,Snow,-,66,0,1024.3,-3.8,,11:56 AM,16.1,NW,31.5,310,11:50,11,19/03/2015
19/03/2015 12:50,Mostly Cloudy,-9.4,,-,66,0,1024.4,-3.8,,12:56 PM,16.1,NW,33.3,310,12:50,12,19/03/2015
19/03/2015 13:50,Overcast,-10,,-,63,0,1024.7,-3.8,,1:56 PM,16.1,NW,33.3,310,13:50,13,19/03/2015
19/03/2015 14:50,Overcast,-10,,46.3,64,,1022.9,-4,,2:03 PM,16.1,NW,37,310,14:50,14,19/03/2015
19/03/2015 15:50,Haze,-10,,53.7,58,0,1025.1,-2.7,,2:56 PM,6.4,WNW,38.9,300,15:50,15,19/03/2015
19/03/2015 16:50,Mostly Cloudy,-10,,40.7,63,0,1026.1,-3.8,,3:56 PM,16.1,NW,29.6,320,16:50,16,19/03/2015
19/03/2015 17:50,Mostly Cloudy,-11.1,,44.4,63,0,1027.1,-5,,4:56 PM,16.1,NW,33.3,310,17:50,17,19/03/2015
19/03/2015 18:50,Mostly Cloudy,-10,,-,71,0,1027.9,-5.5,,5:56 PM,16.1,NW,31.5,310,18:50,18,19/03/2015
19/03/2015 19:50,Mostly Cloudy,-10.5,,38.9,68,0,1028.7,-5.5,,6:56 PM,16.1,NW,27.8,310,19:50,19,19/03/2015
19/03/2015 20:50,Scattered Clouds,-12.2,,-,65,,1029,-6.6,,7:56 PM,16.1,NW,29.6,320,20:50,20,19/03/2015
19/03/2015 21:50,Partly Cloudy,-11.6,,-,71,,1029.6,-7.2,,8:56 PM,16.1,WNW,16.7,300,21:50,21,19/03/2015
19/03/2015 22:50,Mostly Cloudy,-12.2,,-,68,,1029.9,-7.2,,9:56 PM,16.1,WNW,24.1,300,22:50,22,19/03/2015
19/03/2015 23:50,Overcast,-12.7,,-,65,,1030.1,-7.2,,10:56 PM,16.1,NW,20.4,310,23:50,23,19/03/2015
20/03/2015 00:50,Overcast,-12.7,,-,68,,1030.1,-7.7,,11:56 PM,16.1,NW,9.3,310,00:50,0,20/03/2015
20/03/2015 01:50,Light Snow,-12.7,Snow,-,71,0,1029.9,-8.3,,12:56 AM,16.1,NNW,7.4,340,01:50,1,20/03/2015
20/03/2015 02:50,Light Snow,-12.7,Snow,-,74,0,1029.6,-8.8,,1:56 AM,16.1,Calm,Calm,0,02:50,2,20/03/2015
20/03/2015 03:50,Light Snow,-13,Snow,-,73,0,1027.3,-9,,2:10 AM,16.1,NNW,5.6,330,03:50,3,20/03/2015
20/03/2015 04:50,Light Snow,-12.7,Snow,-,74,0,1029.2,-8.8,,2:56 AM,16.1,NNW,5.6,340,04:50,4,20/03/2015
20/03/2015 05:50,Partly Cloudy,-15,,-,91,0,1028.9,-13.8,,3:56 AM,16.1,East,5.6,90,05:50,5,20/03/2015
20/03/2015 06:50,Mostly Cloudy,-17.2,,-,87,,1030,-15.5,,4:56 AM,16.1,Calm,Calm,0,06:50,6,20/03/2015
20/03/2015 07:50,Scattered Clouds,-18,,-,85,0,1027.7,-16,,5:31 AM,16.1,East,5.6,100,07:50,7,20/03/2015
20/03/2015 08:50,Clear,-18.8,,-,83,0,1029.9,-16.6,,5:56 AM,16.1,SE,5.6,130,08:50,8,20/03/2015
20/03/2015 09:50,Clear,-19,,-,85,,1027.7,-17,,6:16 AM,16.1,East,5.6,90,09:50,9,20/03/2015
20/03/2015 10:50,Clear,-16.6,,-,88,,1029.4,-15,,6:56 AM,16.1,East,5.6,90,10:50,10,20/03/2015
20/03/2015 11:50,Partly Cloudy,-13.3,,-,87,,1029.3,-11.6,,7:56 AM,16.1,ESE,7.4,120,11:50,11,20/03/2015
20/03/2015 12:50,Clear,-13.3,,-,70,,1027.6,-8.8,,8:56 AM,16.1,SE,11.1,140,12:50,12,20/03/2015
20/03/2015 13:50,Clear,-12.7,,-,68,,1026.4,-7.7,,9:56 AM,16.1,South,22.2,170,13:50,13,20/03/2015
20/03/2015 14:50,Mostly Cloudy,-12.2,,-,63,,1024.9,-6.1,,10:56 AM,16.1,South,16.7,170,14:50,14,20/03/2015
20/03/2015 15:50,Overcast,-12.7,,-,60,,1024.2,-6.1,,11:56 AM,16.1,South,27.8,170,15:50,15,20/03/2015
20/03/2015 16:50,Overcast,-12.2,,37,60,0,1021.7,-5.5,,12:56 PM,16.1,SSE,25.9,160,16:50,16,20/03/2015
20/03/2015 17:50,Light Snow,-11,Snow,35.2,68,0,1018.5,-6,,1:23 PM,3.2,South,20.4,170,17:50,17,20/03/2015
20/03/2015 18:50,Light Snow,-8.8,Snow,-,85,0,1019.4,-6.6,,1:56 PM,2.4,SSE,24.1,160,18:50,18,20/03/2015
20/03/2015 19:50,Light Snow,-8.3,Snow,-,85,0,1016.9,-6.1,,2:56 PM,2.4,SSE,31.5,160,19:50,19,20/03/2015
20/03/2015 20:50,Light Snow,-7.7,Snow,-,85,0.02,1015.3,-5.5,,3:56 PM,3.2,South,25.9,170,20:50,20,20/03/2015
20/03/2015 21:50,Light Snow,-7.7,Snow,42.6,85,0.04,1012.3,-5.5,,4:56 PM,3.2,SSE,35.2,160,21:50,21,20/03/2015
20/03/2015 22:50,Overcast,-8,,53.7,86,0.01,1008.4,-6,,5:39 PM,8,South,38.9,170,22:50,22,20/03/2015
20/03/2015 23:50,Small Hail,-8.3,,48.2,81,0.01,1010.4,-5.5,,5:56 PM,6.4,South,33.3,180,23:50,23,20/03/2015
21/03/2015 00:50,Small Hail Showers,-8,,53.7,86,0,1007.3,-6,,6:03 PM,4.8,South,40.7,170,00:50,0,21/03/2015
21/03/2015 01:50,Small Hail Showers,-8,,51.9,86,0,1006.7,-6,,6:20 PM,3.2,South,42.6,180,01:50,1,21/03/2015
21/03/2015 02:50,Ice Crystals,-7.7,,57.4,82,0,1008.4,-5,,6:56 PM,3.2,South,31.5,180,02:50,2,21/03/2015
21/03/2015 03:50,Small Hail,-7,,46.3,86,0.01,1006,-5,,7:22 PM,3.2,South,35.2,180,03:50,3,21/03/2015
21/03/2015 04:50,Light Snow,-6.6,Snow,48.2,85,0.01,1007.7,-4.4,,7:56 PM,8,South,29.6,180,04:50,4,21/03/2015
21/03/2015 05:50,Overcast,-6.1,,-,81,0,1007.5,-3.3,,8:56 PM,16.1,South,16.7,180,05:50,5,21/03/2015
21/03/2015 06:50,Overcast,-5.5,,33.3,81,,1005.8,-2.7,,9:56 PM,16.1,South,16.7,190,06:50,6,21/03/2015
21/03/2015 07:50,Overcast,-3.8,,-,82,,1006.2,-1.1,,10:56 PM,16.1,South,20.4,190,07:50,7,21/03/2015
21/03/2015 08:50,Overcast,-3.8,,-,82,,1005.8,-1.1,,11:56 PM,16.1,South,14.8,180,08:50,8,21/03/2015
21/03/2015 09:50,Overcast,-3,,-,86,,1004.3,-1,,12:35 AM,16.1,South,18.5,190,09:50,9,21/03/2015
21/03/2015 10:50,Overcast,-2.7,,-,89,,1006,-1.1,,12:56 AM,16.1,South,20.4,190,10:50,10,21/03/2015
21/03/2015 11:50,Overcast,-2,,-,87,,1005,0,,1:37 AM,16.1,SSW,13,200,11:50,11,21/03/2015
21/03/2015 12:50,Light Freezing Rain,-1.1,Rain,-,92,0,1006.7,0,,1:56 AM,8,SW,13,220,12:50,12,21/03/2015
21/03/2015 13:50,Light Freezing Rain,-1,Rain,-,93,0.01,1005.3,0,,2:22 AM,11.3,WSW,7.4,240,13:50,13,21/03/2015
21/03/2015 14:50,Light Freezing Rain,-0.5,Rain,-,96,0.01,1006.4,0,,2:56 AM,6.4,Calm,Calm,0,14:50,14,21/03/2015
21/03/2015 15:50,Overcast,-1,,-,93,0.03,1005.3,0,,3:49 AM,6.4,Calm,Calm,0,15:50,15,21/03/2015
21/03/2015 16:50,Overcast,-0.5,,-,96,0.03,1006.6,0,,3:56 AM,8,Calm,Calm,0,16:50,16,21/03/2015
21/03/2015 17:50,Overcast,0,,-,100,0.05,1007,0,,4:41 AM,8,Calm,Calm,0,17:50,17,21/03/2015
21/03/2015 18:50,Light Rain,0,Rain,-,96,0.06,1008.4,0.5,,4:56 AM,9.7,Calm,Calm,0,18:50,18,21/03/2015
21/03/2015 19:50,Light Rain,0,Rain,-,93,0.01,1006.7,1,,5:08 AM,11.3,East,5.6,90,19:50,19,21/03/2015
21/03/2015 20:50,Overcast,-1,,-,93,0.02,1007,0,,5:23 AM,9.7,East,7.4,100,20:50,20,21/03/2015
21/03/2015 21:50,Overcast,0,,-,100,0.02,1007,0,,5:32 AM,11.3,East,5.6,100,21:50,21,21/03/2015
21/03/2015 22:50,Overcast,0,,-,100,0.02,1009.3,0,,5:56 AM,11.3,ESE,7.4,110,22:50,22,21/03/2015
21/03/2015 23:50,Overcast,0,,-,93,,1008.4,1,,6:22 AM,16.1,Calm,Calm,0,23:50,23,21/03/2015
